Time (s)	Speed (mph)	Speed (m/s)	Acceleration (m/s^2)	Fa (N)	Fr (N)	Ft (N)	PFt (W)
303	47.2	21.100288000000003	-0.44703999999999944	1042.420889525561	1303.4	-3912.7391104744306	0.0
304	46.1	20.608544000000002	-0.4917440000000006	994.3996420876803	1303.4	-4586.616357912328	0.0
305	45.0	20.1168	-0.5140960000000021	947.510728458624	1303.4	-4946.433271541406	0.0
306	43.8	19.580351999999998	-0.536448	897.6506083477344	1303.4	-5309.221391652267	0.0
307	42.6	19.043904	-0.5140959999999986	849.138059050653	1303.4	-5044.805940949327	0.0
308	41.5	18.55216	-0.5140960000000021	805.8520257224026	1303.4	-5088.091974277626	0.0
309	40.3	18.015711999999997	-0.67056	759.922320485119	1303.4	-7324.517679514882	0.0
310	38.5	17.21104	-0.7376159999999992	693.5544579050842	1303.4	-8329.669542094905	0.0
311	37.0	16.54048	-0.737616	640.564043091287	1303.4	-8382.659956908714	0.0
312	35.2	15.735808	-0.7152640000000003	579.7549101182092	1303.4	-8130.541089881797	0.0
313	33.8	15.109951999999998	-0.603504	534.5551390717383	1303.4	-6611.100860928262	0.0
314	32.5	14.5288	-0.5140959999999994	494.226275029344	1303.4	-5399.717724970647	0.0
315	31.5	14.08176	-0.42468799999999973	464.28025694472564	1303.4	-4177.95174305527	0.0
316	30.6	13.679424000000001	-0.22351999999999972	438.1289608392678	1303.4	-1387.7510391607284	0.0
317	30.5	13.63472	-0.1341120000000009	435.27005192525183	1303.4	-138.8979480747605	0.0
318	30.0	13.4112	-0.33528	421.1158793149439	1303.4	-2969.4041206850557	0.0
319	29.0	12.96416	-0.5587999999999997	393.5093938931865	1303.4	-6126.29060610681	0.0
320	27.5	12.2936	-0.9387840000000001	353.85431525769593	1303.4	-11485.721684742304	0.0
321	24.8	11.086592	-1.34112	287.78123379318123	1303.4	-17184.498766206816	0.0
322	21.5	9.61136	-1.0505439999999995	216.2897946814809	1303.4	-13187.926205318512	0.0
323	20.1	8.985504	-0.5364479999999991	189.03891822447838	1303.4	-6017.83308177551	0.0
324	19.1	8.538464000000001	-0.3576320000000006	170.69698214764972	1303.4	-3532.7510178523594	0.0
325	18.5	8.27024	-0.4693920000000005	160.14101077282174	1303.4	-5107.9469892271845	0.0
326	17.0	7.59968	-0.6705599999999996	135.22498791335423	1303.4	-7949.215012086641	0.0
327	15.5	6.92912	-1.00584	112.41454445046143	1303.4	-12665.94545554954	0.0
328	12.5	5.588	-1.050544	73.1103957144	1303.4	-13331.105604285598	0.0
329	10.8	4.828032	-1.00584	54.57661795921675	1303.4	-12723.783382040783	0.0
330	8.0	3.57632	-1.3634720000000002	29.946018084618238	1303.4	-17755.261981915384	0.0
331	4.7	2.101088	-1.475232	10.336055304519011	1303.4	-19339.511944695478	0.0
332	1.4	0.625856	-1.050544	0.9170968038414334	1303.4	-13403.298903196157	0.0
333	0.0	0.0	-0.312928	0.0	1303.4	-3077.592	0.0
334	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
335	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
336	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
337	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
338	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
339	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
340	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
341	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
342	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
343	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
344	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
345	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
346	0.0	0.0	0.22352	0.0	1303.4	4432.68	0.0
347	1.0	0.44704	0.961136	0.46790653257215997	1303.4	14759.771906532573	6598.208433096322
348	4.3	1.922272	1.4752319999999999	8.651591787259237	1303.4	21965.29959178726	42223.280376904084
349	7.6	3.3975039999999996	1.4752319999999999	27.026281321367954	1303.4	21983.674281321368	74689.62130548646
350	10.9	4.872736	1.475232	55.59197513489831	1303.4	22012.2399751349	107259.83416747893
351	14.2	6.347968	1.4305280000000002	94.34867322785033	1303.4	21425.140673227856	136006.10738914888
352	17.3	7.733792	1.2964159999999998	140.03974613352176	1303.4	19593.26374613352	151530.22641373746
353	20.0	8.9408	1.1623040000000002	187.16261302886394	1303.4	17762.818613028867	158813.80865536848
354	22.5	10.0584	0.8270239999999998	236.877682114656	1303.4	13118.613682114654	131952.26386018205
355	23.7	10.594847999999999	0.6035039999999992	262.81842028045645	1303.4	10015.274420280444	106110.31016115942
356	25.2	11.265407999999999	0.6482080000000003	297.1393644446244	1303.4	10675.451364444629	120263.31520462543
357	26.6	11.891264	0.6482080000000003	331.0719461867575	1303.4	10709.383946186761	127348.11178146857
358	28.1	12.561824	0.7599679999999998	369.46367718430326	1303.4	12312.415677184299	154666.39875162998
359	30.0	13.4112	0.603504	421.1158793149439	1303.4	10173.571879314944	136439.80718786857
360	30.8	13.768832	0.3576320000000006	443.8748530592538	1303.4	6754.122853059263	92996.38287113368
361	31.6	14.126464	0.2905760000000006	467.23274716525606	1303.4	5838.696747165264	82480.1394057472
362	32.1	14.349984000000001	0.26822399999999913	482.13557022767935	1303.4	5540.671570227667	79508.54838202191
363	32.8	14.662911999999999	0.33528	503.3925640024325	1303.4	6500.712564002433	95319.37626326203
364	33.6	15.020544000000001	0.3799840000000003	528.2477590126658	1303.4	7151.42375901267	107418.27523489522
365	34.5	15.42288	0.22351999999999972	556.9257503940133	1303.4	4989.60575039401	76954.09073563677
366	34.6	15.467584	0.08940799999999971	560.158984534087	1303.4	3115.2709845340833	48185.715636043635
367	34.9	15.601695999999999	0.04470399999999941	569.9148357382164	1303.4	2499.1708357382086	38991.30363125346
368	34.8	15.556992	-0.08940799999999971	566.6535272061885	1303.4	618.3415272061927	9619.534192014522
369	34.5	15.42288	-0.022351999999998817	556.9257503940133	1303.4	1547.39775039403	23865.329816597077
370	34.7	15.512288000000002	0.2235200000000006	563.4015768048122	1303.4	4996.0815768048205	77500.6562908905
371	35.5	15.86992	0.2905759999999997	589.6792076740646	1303.4	5961.14320767406	94602.86581433073
372	36.0	16.09344	0.1117600000000003	606.4068662135194	1303.4	3474.4468662135237	55915.802174595374
373	36.0	16.09344	0.0	606.4068662135194	1303.4	1909.8068662135195	30735.362212995304
374	36.0	16.09344	0.0	606.4068662135194	1303.4	1909.8068662135195	30735.362212995304
375	36.0	16.09344	0.0	606.4068662135194	1303.4	1909.8068662135195	30735.362212995304
376	36.0	16.09344	0.0	606.4068662135194	1303.4	1909.8068662135195	30735.362212995304
377	36.0	16.09344	0.022351999999999705	606.4068662135194	1303.4	2222.7348662135155	35771.45020531524
378	36.1	16.138144	0.08940799999999882	609.7804723133647	1303.4	3164.8924723133487	51075.49046270883
379	36.4	16.272256	0.08940799999999882	619.957439396809	1303.4	3175.069439396793	51665.542735641095
380	36.5	16.316959999999998	0.0	623.36847801926	1303.4	1926.76847801926	31439.00418510114
381	36.4	16.272256	-0.11175999999999853	619.957439396809	1303.4	358.7174393968297	5837.1420055296985
382	36.0	16.09344	-0.29057599999999884	606.4068662135194	1303.4	-2158.2571337864642	0.0
383	35.1	15.691104000000001	-0.4246880000000006	576.4655271942269	1303.4	-4065.766472805782	0.0
384	34.1	15.244064	-0.3576320000000006	544.0863951402333	1303.4	-3159.3616048597755	0.0
385	33.5	14.97584	-0.603504	525.1081061791065	1303.4	-6620.547893820894	0.0
386	31.4	14.037056	-1.00584	461.3371248548468	1303.4	-12317.022875145154	0.0
387	29.0	12.96416	-1.274064	393.5093938931865	1303.4	-16139.986606106815	0.0
388	25.7	11.488928	-1.34112	309.0475856985859	1303.4	-17163.232414301412	0.0
389	23.0	10.28192	-1.207008	247.5225557306726	1303.4	-15347.189444269328	0.0
390	20.3	9.074912	-1.2293599999999998	192.81960300766139	1303.4	-15714.820396992336	0.0
391	17.5	7.8232	-1.2964159999999998	143.296375600224	1303.4	-16703.12762439977	0.0
392	14.5	6.48208	-1.2293599999999998	98.37734847329662	1303.4	-15809.262651526702	0.0
393	12.0	5.36448	-1.296416	67.37854069039105	1303.4	-16779.045459309607	0.0
394	8.7	3.889248	-1.475232	35.41584545038678	1303.4	-19314.43215454961	0.0
395	5.4	2.414016	-1.4752319999999999	13.644154489804187	1303.4	-19336.203845510194	0.0
396	2.1	0.9387840000000001	-1.207008	2.063467808643226	1303.4	-15592.648532191359	0.0
397	0.0	0.0	-0.46939200000000003	0.0	1303.4	-5268.088	0.0
398	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
399	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
400	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
401	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
402	0.0	0.0	0.581152	0.0	1303.4	9439.528	0.0
403	2.6	1.162304	1.3187680000000002	3.1630481601878015	1303.4	19769.31504816019	22977.953957736783
404	5.9	2.6375360000000003	1.475232	16.28782639883689	1303.4	21972.93582639884	57954.4092678167
405	9.2	4.112768	1.4752319999999999	39.603608916907625	1303.4	21996.251608916908	90465.47973710197
406	12.5	5.588	1.475232	73.1103957144	1303.4	22029.7583957144	123102.28991525208
407	15.8	7.063232	1.4752320000000005	116.80818679131401	1303.4	22073.45618679132	155909.94208914245
408	19.1	8.538464000000001	1.4752319999999997	170.69698214764972	1303.4	22127.344982147646	188933.53854564833
409	22.4	10.013696	1.3187679999999995	234.77678178340696	1303.4	20000.9287817834	200283.2205384293
410	25.0	11.176	0.7152640000000003	292.4415828576	1303.4	11609.537582857605	129748.1920260166
411	25.6	11.444224	0.5587999999999997	306.6472251864908	1303.4	9433.247225186487	107956.1942924126
412	27.5	12.2936	0.7599679999999998	353.85431525769593	1303.4	12296.806315257692	151172.01811725195
413	29.0	12.96416	0.5587999999999997	393.5093938931865	1303.4	9520.109393893183	123420.22139993423
414	30.0	13.4112	0.2458720000000003	421.1158793149439	1303.4	5166.723879314948	69291.96729026863
415	30.1	13.455904	0.0	423.92799757570265	1303.4	1727.3279975757027	23242.75971189089
416	30.0	13.4112	-0.0894080000000006	421.1158793149439	1303.4	472.80387931493556	6340.867386268464
417	29.7	13.277088	-0.15646399999999971	412.7356733165765	1303.4	-474.3603266834193	0.0
418	29.3	13.098272	-0.20116799999999913	401.69307914787356	1303.4	-1111.258920852114	0.0
419	28.8	12.874752	-0.2905759999999997	388.1003943766524	1303.4	-2376.563605623344	0.0
420	28.0	12.51712	-0.8493760000000004	366.8387215365734	1303.4	-10221.025278463432	0.0
421	25.0	11.176	-1.408176	292.4415828576	1303.4	-18118.6224171424	0.0
422	21.7	9.700768	-1.475232	220.33250712290442	1303.4	-19129.515492877093	0.0
423	18.4	8.225536	-1.475232	158.4144356676305	1303.4	-19191.43356433237	0.0
424	15.1	6.750304	-1.4752319999999997	106.68736849177819	1303.4	-19243.160631508217	0.0
425	11.8	5.275072000000001	-1.4752319999999999	65.15130559534757	1303.4	-19284.69669440465	0.0
426	8.5	3.79984	-1.4752320000000003	33.80624697833856	1303.4	-19316.041753021662	0.0
427	5.2	2.324608	-1.475232	12.652192640751206	1303.4	-19337.195807359247	0.0
428	1.9	0.8493759999999999	-1.162304	1.689142582585497	1303.4	-14967.166857417415	0.0
429	0.0	0.0	-0.42468799999999995	0.0	1303.4	-4642.232	0.0
430	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
431	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
432	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
433	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
434	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
435	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
436	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
437	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
438	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
439	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
440	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
441	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
442	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
443	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
444	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
445	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
446	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
447	0.0	0.0	0.7376159999999999	0.0	1303.4	11630.024	0.0
448	3.3	1.4752319999999999	1.4752319999999999	5.095502139710821	1303.4	21961.74350213971	32398.666790148567
449	6.6	2.9504639999999998	1.475232	20.382008558843285	1303.4	21977.030008558846	64842.435867172564
450	9.9	4.425696	1.4752319999999999	45.85951925739741	1303.4	22002.507519257397	97376.4095179474
451	13.2	5.9009279999999995	1.4752319999999997	81.52803423537314	1303.4	22038.17603423537	130045.69002934844
452	16.5	7.37616	1.4752320000000005	127.38755349277054	1303.4	22084.03555349278	162895.3796882513
453	19.8	8.851392	1.4752320000000005	183.43807702958964	1303.4	22140.0860770296	195970.58078153117
454	23.1	10.326624	1.4752319999999992	249.6796048458303	1303.4	22206.32760484582	229316.39559606338
455	26.4	11.801855999999999	1.0505439999999995	326.11213694149257	1303.4	16337.128136941485	192808.43372573168
456	27.8	12.427712	0.6035040000000009	361.6168846330681	1303.4	10114.07288463308	125694.78495722915
457	29.1	13.008864	0.8270239999999998	396.22793084743086	1303.4	13277.963930847429	172731.2269732996
458	31.5	14.08176	0.8717279999999992	464.28025694472564	1303.4	13971.872256944713	196748.55187295377
459	33.0	14.75232	0.4693920000000009	509.55021397108214	1303.4	8384.438213971096	123689.91555273008
460	33.6	15.020544000000001	0.402336	528.2477590126658	1303.4	7464.351759012667	112118.62402772716
461	34.8	15.556992	0.33528	566.6535272061885	1303.4	6563.973527206188	102115.68365095844
462	35.1	15.691104000000001	0.1788160000000003	576.4655271942269	1303.4	4383.289527194232	68778.65183331553
463	35.6	15.914624	0.22351999999999972	593.0060231206527	1303.4	5025.686023120648	79981.90340002043
464	36.1	16.138144	0.0894080000000006	609.7804723133647	1303.4	3164.892472313373	51075.49046270923
465	36.0	16.09344	0.0	606.4068662135194	1303.4	1909.8068662135195	30735.362212995304
466	36.1	16.138144	0.04470399999999941	609.7804723133647	1303.4	2539.0364723133566	40975.33621144496
467	36.2	16.182848	-0.022351999999999705	613.1634365438613	1303.4	1603.6354365438656	25951.388517003023
468	36.0	16.09344	-0.11175999999999942	606.4068662135194	1303.4	345.16686621352756	5554.922251395434
469	35.7	15.959328000000001	0.0	596.3421966978922	1303.4	1899.7421966978923	30318.60883254218
470	36.0	16.09344	0.067056	606.4068662135194	1303.4	2848.59086621352	45843.626189955314
471	36.0	16.09344	-0.0894080000000006	606.4068662135194	1303.4	658.0948662135111	10591.010243715169
472	35.6	15.914624	-0.1117600000000003	593.0060231206527	1303.4	331.7660231206486	5279.931513940429
473	35.5	15.86992	-0.0447040000000003	589.6792076740646	1303.4	1267.2232076740606	20110.73092793073
474	35.4	15.825216	-0.067056	586.361750358128	1303.4	950.977750358128	15049.428310611453
475	35.2	15.735808	-0.04470399999999941	579.7549101182092	1303.4	1257.2989101182175	19784.61424822953
476	35.2	15.735808	0.0	579.7549101182092	1303.4	1883.1549101182093	29632.964099877398
477	35.2	15.735808	0.0	579.7549101182092	1303.4	1883.1549101182093	29632.964099877398
478	35.2	15.735808	0.0	579.7549101182092	1303.4	1883.1549101182093	29632.964099877398
479	35.2	15.735808	0.0	579.7549101182092	1303.4	1883.1549101182093	29632.964099877398
480	35.2	15.735808	-0.0447040000000003	579.7549101182092	1303.4	1257.2989101182052	19784.614248229336
481	35.0	15.6464	-0.022351999999999705	573.185502400896	1303.4	1563.6575024009003	24465.610745565446
482	35.1	15.691104000000001	0.0447040000000003	576.4655271942269	1303.4	2505.7215271942314	39317.53707824351
483	35.2	15.735808	0.08940799999999971	579.7549101182092	1303.4	3134.866910118205	49329.66380317333
484	35.5	15.86992	0.0	589.6792076740646	1303.4	1893.0792076740647	30043.015579450795
485	35.2	15.735808	-0.1117600000000003	579.7549101182092	1303.4	318.5149101182051	5012.0894707573325
486	35.0	15.6464	-0.0447040000000003	573.185502400896	1303.4	1250.7295024008918	19569.414086365312
487	35.0	15.6464	0.0	573.185502400896	1303.4	1876.585502400896	29361.80740476538
488	35.0	15.6464	-0.0447040000000003	573.185502400896	1303.4	1250.7295024008918	19569.414086365312
489	34.8	15.556992	-0.08940799999999971	566.6535272061885	1303.4	618.3415272061927	9619.534192014522
490	34.6	15.467584	-0.067056	560.158984534087	1303.4	924.774984534087	14304.034754379692
491	34.5	15.42288	-0.2458720000000003	556.9257503940133	1303.4	-1581.8822496059906	0.0
492	33.5	14.97584	-0.5587999999999997	525.1081061791065	1303.4	-5994.691893820889	0.0
493	32.0	14.30528	-0.7599679999999998	479.1362893538918	1303.4	-8857.015710646105	0.0
494	30.1	13.455904	-0.8940799999999998	423.92799757570265	1303.4	-10789.792002424294	0.0
495	28.0	12.51712	-1.0281920000000007	366.8387215365734	1303.4	-12724.449278463437	0.0
496	25.5	11.399519999999999	-1.2293599999999998	304.25622280504695	1303.4	-15603.38377719495	0.0
497	22.5	10.0584	-1.2740639999999992	236.877682114656	1303.4	-16296.618317885333	0.0
498	19.8	8.851392	-1.3411200000000005	183.43807702958964	1303.4	-17288.841922970416	0.0
499	16.5	7.37616	-1.4752320000000005	127.38755349277054	1303.4	-19222.460446507233	0.0
500	13.2	5.9009279999999995	-1.3858239999999995	81.52803423537314	1303.4	-18016.60796576462	0.0
501	10.3	4.604512000000001	-1.3411199999999996	49.640204040580464	1303.4	-17422.639795959414	0.0
502	7.2	3.218688	-1.4081760000000003	24.256274648540774	1303.4	-18386.80772535146	0.0
503	4.0	1.78816	-1.3858240000000002	7.4865045211545596	1303.4	-18090.649495478847	0.0
504	1.0	0.44704	-0.89408	0.46790653257215997	1303.4	-11213.252093467427	0.0
505	0.0	0.0	-0.22352	0.0	1303.4	-1825.8799999999997	0.0
506	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
507	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
508	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
509	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
510	0.0	0.0	0.26822399999999996	0.0	1303.4	5058.536	0.0
511	1.2	0.5364479999999999	0.78232	0.6737854069039102	1303.4	12256.553785406903	6575.003765073961
512	3.5	1.56464	0.961136	5.73185502400896	1303.4	14765.035855024009	23101.965700204764
513	5.5	2.45872	0.6705599999999999	14.154172610307839	1303.4	10705.394172610306	26321.56676008041
514	6.5	2.90576	0.67056	19.769051001173754	1303.4	10711.009051001174	31123.62166003717
515	8.5	3.79984	0.6929119999999998	33.80624697833856	1303.4	11037.974246978334	41942.53606263815
516	9.6	4.291583999999999	0.4470400000000001	43.12226604185025	1303.4	7605.082266041851	32637.849371628945
517	10.5	4.69392	0.5140960000000003	51.58669521608065	1303.4	8552.330695216086	40143.956096888694
518	11.9	5.319776	0.7823199999999999	66.26024407754358	1303.4	12322.140244077544	65551.02593907787
519	14.0	6.25856	0.9164319999999999	91.70968038414335	1303.4	14225.157680384142	89029.00285214497
520	16.0	7.15264	0.8270239999999998	119.78407233847295	1303.4	13001.52007233847	92995.19253021103
521	17.7	7.912608	0.67056	146.590437589532	1303.4	10837.830437589531	85755.50382311443
522	19.0	8.49376	0.5364480000000005	168.91425825854975	1303.4	8982.586258258556	76295.93185694619
523	20.1	8.985504	0.4470400000000003	189.03891822447838	1303.4	7750.998918224483	69646.63178370177
524	21.0	9.38784	0.42468799999999973	206.3467808643226	1303.4	7455.378780864319	69989.9031341493
525	22.0	9.83488	0.44703999999999944	226.46676176492542	1303.4	7788.426761764918	76598.24259074657
526	23.0	10.28192	0.402336	247.5225557306726	1303.4	7183.626555730672	73861.47355589831
527	23.8	10.639552	0.33528	265.0409763101743	1303.4	6262.360976310174	66628.71525022287
528	24.5	10.95248	0.24587199999999942	280.860896176439	1303.4	5026.468896176431	55052.30005599444
529	24.9	11.131295999999999	0.1117600000000003	290.1067292600648	1303.4	3158.146729260069	35154.26605482569
530	25.0	11.176	0.022352000000000594	292.4415828576	1303.4	1908.7695828576084	21332.40885801663
531	25.0	11.176	0.0	292.4415828576	1303.4	1595.8415828576	17835.12553001654
532	25.0	11.176	0.0	292.4415828576	1303.4	1595.8415828576	17835.12553001654
533	25.0	11.176	0.0	292.4415828576	1303.4	1595.8415828576	17835.12553001654
534	25.0	11.176	0.0	292.4415828576	1303.4	1595.8415828576	17835.12553001654
535	25.0	11.176	0.134112	292.4415828576	1303.4	3473.4095828576005	38818.825498016544
536	25.6	11.444224	0.1788160000000003	306.6472251864908	1303.4	4113.471225186495	47075.48611858869
537	25.8	11.533632	0.08940799999999971	311.4573043413326	1303.4	2866.5693043413285	33061.95545876888
538	26.0	11.62304	-0.0447040000000003	316.30481601878006	1303.4	993.848816018776	11551.544542538873
539	25.6	11.444224	-0.1788160000000003	306.6472251864908	1303.4	-893.3767748135137	0.0
540	25.2	11.265407999999999	-0.134112	297.1393644446244	1303.4	-277.0286355553758	0.0
541	25.0	11.176	-0.04470399999999941	292.4415828576	1303.4	969.9855828576083	10840.55887401663
542	25.0	11.176	0.0	292.4415828576	1303.4	1595.8415828576	17835.12553001654
543	25.0	11.176	-0.1341120000000009	292.4415828576	1303.4	-281.7264171424124	0.0
544	24.4	10.907775999999998	-0.42468799999999973	278.5728332321611	1303.4	-4363.659166767835	0.0
545	23.1	10.326624	-1.0281919999999989	249.6796048458303	1303.4	-12841.608395154153	0.0
546	19.8	8.851392	-1.4752320000000005	183.43807702958964	1303.4	-19166.409922970415	0.0
547	16.5	7.37616	-1.4752320000000005	127.38755349277054	1303.4	-19222.460446507233	0.0
548	13.2	5.9009279999999995	-1.4752319999999997	81.52803423537314	1303.4	-19268.319965764622	0.0
549	9.9	4.425696	-1.4752319999999999	45.85951925739741	1303.4	-19303.988480742602	0.0
550	6.6	2.9504639999999998	-1.475232	20.382008558843285	1303.4	-19329.465991441153	0.0
551	3.3	1.4752319999999999	-1.4752319999999999	5.095502139710821	1303.4	-19344.75249786029	0.0
552	0.0	0.0	-0.7376159999999999	0.0	1303.4	-9023.224	0.0
553	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
554	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
555	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
556	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
557	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
558	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
559	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
560	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
561	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
562	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
563	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
564	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
565	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
566	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
567	0.0	0.0	0.0	0.0	1303.4	1303.4	0.0
568	0.0	0.0	0.7376159999999999	0.0	1303.4	11630.024	0.0
569	3.3	1.4752319999999999	1.4752319999999999	5.095502139710821	1303.4	21961.74350213971	32398.666790148567
570	6.6	2.9504639999999998	1.475232	20.382008558843285	1303.4	21977.030008558846	64842.435867172564
571	9.9	4.425696	1.430528	45.85951925739741	1303.4	21376.651519257397	94606.56112217139
572	13.0	5.81152	1.050544	79.07620400469501	1303.4	16090.092204004693	93507.89264541735
573	14.6	6.526784	0.67056	99.73895648308162	1303.4	10790.97895648308	70430.38879751047
574	16.0	7.15264	0.536448	119.78407233847295	1303.4	8933.456072338475	63897.795241251064
575	17.0	7.59968	0.22352000000000016	135.22498791335423	1303.4	4567.904987913356	34714.61617854537
576	17.0	7.59968	0.0	135.22498791335423	1303.4	1438.6249879133543	10933.08954814536
577	17.0	7.59968	0.11175999999999986	135.22498791335423	1303.4	3003.2649879133523	22823.852863345346
578	17.5	7.8232	0.15646399999999971	143.296375600224	1303.4	3637.19237560022	28454.483392795642
579	17.7	7.912608	0.044703999999999855	146.590437589532	1303.4	2075.84643758953	16425.359128842414
580	17.7	7.912608	-0.044703999999999855	146.590437589532	1303.4	824.1344375895342	6521.052743946449
581	17.5	7.8232	-0.15646399999999971	143.296375600224	1303.4	-743.7996243997718	0.0
582	17.0	7.59968	-0.13411200000000045	135.22498791335423	1303.4	-438.94301208665206	0.0
583	16.9	7.554975999999999	-0.08940799999999971	133.63878476793457	1303.4	185.32678476793876	1400.1394110789427
584	16.6	7.420864000000001	0.022352000000000594	128.93632411558443	1303.4	1745.264324115593	12951.369193313736
585	17.0	7.59968	0.11175999999999986	135.22498791335423	1303.4	3003.2649879133523	22823.852863345346
586	17.1	7.6443840000000005	0.0	136.82054918942532	1303.4	1440.2205491894254	11009.598922694857
587	17.0	7.59968	-0.11175999999999986	135.22498791335423	1303.4	-126.01501208664376	0.0
588	16.6	7.420864000000001	-0.1117600000000003	128.93632411558443	1303.4	-132.3036758844196	0.0
589	16.5	7.37616	-0.022352000000000594	127.38755349277054	1303.4	1117.8595534927624	8245.510924091173
590	16.5	7.37616	0.022352000000000594	127.38755349277054	1303.4	1743.7155534927788	12861.924917051294
591	16.6	7.420864000000001	0.1117600000000003	128.93632411558443	1303.4	2996.976324115589	22240.153712481708
592	17.0	7.59968	0.22351999999999972	135.22498791335423	1303.4	4567.904987913351	34714.61617854534
593	17.6	7.867904	0.3352799999999996	144.9387275295523	1303.4	6142.258727529546	48326.70201136463
594	18.5	8.27024	0.3576319999999993	160.14101077282174	1303.4	6470.389010772811	53511.67001245373
595	19.2	8.583167999999999	0.3799840000000003	172.489064167401	1303.4	6795.665064167406	58328.33491747962
596	20.2	9.030208	0.4023360000000009	190.92458155074414	1303.4	7127.028581550756	64358.55051334829
597	21.0	9.38784	0.201168	206.3467808643226	1303.4	4326.098780864323	40612.72317894933
598	21.1	9.432544	0.04470399999999941	208.31666736645133	1303.4	2137.572667366443	20162.74823813134
599	21.2	9.477248	0.1117600000000003	210.29591199923155	1303.4	3078.3359119992356	29174.15286532293
600	21.6	9.656064	0.1788160000000003	218.306471836867	1303.4	4025.1304718368715	38866.91744440703
601	22.0	9.83488	0.17881599999999942	226.46676176492542	1303.4	4033.2907617649175	39666.930647066554
602	22.4	10.013696	0.1117600000000003	234.77678178340696	1303.4	3102.816781783411	31070.663996477415
603	22.5	10.0584	0.022352000000000594	236.877682114656	1303.4	1853.2056821146643	18640.28403298214
604	22.5	10.0584	0.0	236.877682114656	1303.4	1540.277682114656	15492.729037782057
605	22.5	10.0584	0.04470399999999941	236.877682114656	1303.4	2166.133682114648	21787.839028181974
606	22.7	10.147808	0.26822399999999913	241.10755716910828	1303.4	5299.643557169096	53779.76528658901
607	23.7	10.594847999999999	0.5364480000000009	262.81842028045645	1303.4	9076.49042028047	96164.03637632768
608	25.1	11.220704000000001	0.5140960000000003	294.78579458578656	1303.4	8795.529794585791	98692.03634822798
609	26.0	11.62304	0.31292799999999943	316.30481601878006	1303.4	6000.696816018772	69746.33912045883
610	26.5	11.84656	0.22351999999999972	328.58736249879934	1303.4	4761.267362498796	56404.63948588373
611	27.0	12.070079999999999	-0.08940799999999971	341.10386224510455	1303.4	392.79186224510875	4741.029200647442
612	26.1	11.667744	-0.9387839999999992	318.74260905348115	1303.4	-11520.833390946507	0.0
613	22.8	10.192512	-1.475232	243.2365318923117	1303.4	-19106.611468107687	0.0
